kaupverd;teg_eign;byggar;birtm2;matssvaedi
45500;Einbýlishús;1988;186.6;600
20000;Íbúðareign;1989;73.4;600
23000;Íbúðareign;1963;132.8;91
24050;Íbúðareign;2001;104;130
25200;Íbúðareign;2004;94.9;340
17300;Íbúðareign;1880;53.9;20
21300;Íbúðareign;2004;91.1;180
9000;Íbúðareign;1974;39.5;150
25750;Íbúðareign;1971;90.2;280
21500;Íbúðareign;1939;80.8;90
16100;Íbúðareign;1936;67.4;11
32250;Raðhús;1990;125.4;120
58700;Íbúðareign;2010;189.4;90
55500;Raðhús;1972;239.2;400
31850;Íbúðareign;2006;107.4;510
40000;Parhús;2002;194.4;640
59000;Íbúðareign;2012;159.2;320
23100;Íbúðareign;2004;94.8;340
24800;Íbúðareign;2000;102.1;340
10500;Íbúðareign;1957;60.4;330
15500;Íbúðareign;1978;78.4;320
13800;Íbúðareign;1974;78;161
18000;Íbúðareign;1991;92.2;120
21800;Íbúðareign;1966;130.1;6030
8000;Einbýlishús;1956;97.3;6030
32500;Íbúðareign;1983;132.5;283
21000;Íbúðareign;2004;97.7;130
46000;Íbúðareign;1965;210.8;80
43000;Einbýlishús;1984;179.2;120
23500;Íbúðareign;1985;93.1;120
17900;Íbúðareign;1989;92;200
16500;Íbúðareign;1940;66.7;90
18000;Íbúðareign;1958;89.3;100
33000;Íbúðareign;1994;108.1;75
10000;Einbýlishús;1938;77.3;2050
16500;Íbúðareign;1987;62.4;500
46275;Einbýlishús;2007;235.8;630
15000;Íbúðareign;1968;69.4;600
24000;Íbúðareign;1964;108.1;91
25000;Íbúðareign;1983;100.2;72
19200;Íbúðareign;1955;60.7;70
18500;Íbúðareign;1998;90;6080
25000;Íbúðareign;2004;121.7;810
31200;Íbúðareign;1961;88.5;90
24000;Íbúðareign;1978;88.7;11
45000;Íbúðareign;1928;155.1;31
26000;Íbúðareign;1989;108.7;120
18800;Íbúðareign;1929;61.2;25
19300;Íbúðareign;2007;83.3;6010
20000;Íbúðareign;2008;97;6010
32500;Parhús;1996;120;700
24100;Íbúðareign;2011;96;640
30500;Íbúðareign;2009;108.5;511
31000;Íbúðareign;2007;143.9;351
67000;Einbýlishús;2003;207.4;180
46000;Íbúðareign;1994;149.8;75
14600;Íbúðareign;1979;72.2;170
21400;Íbúðareign;1994;90.9;120
32700;Íbúðareign;1983;172.3;210
17031;Íbúðareign;1979;72;150
21500;Íbúðareign;1960;103.7;100
13200;Íbúðareign;1937;51.2;20
14300;Íbúðareign;1971;67.7;600
18600;Íbúðareign;1991;125.2;620
59000;Einbýlishús;1983;291.7;320
60000;Einbýlishús;1963;209.5;300
22000;Íbúðareign;1977;99.2;80
115000;Einbýlishús;1964;289.8;72
30200;Íbúðareign;1957;122.7;100
16675;Íbúðareign;1976;76.7;160
22723;Íbúðareign;1974;146.5;160
22500;Raðhús;2003;149;2040
24400;Íbúðareign;1985;141.1;680
26500;Íbúðareign;1959;129.7;680
17000;Íbúðareign;1966;81.6;600
21200;Íbúðareign;2006;70.4;20
20600;Íbúðareign;1962;74.9;91
29000;Einbýlishús;1926;144.3;600
35000;Íbúðareign;1960;122;70
15200;Íbúðareign;1932;52;25
23500;Íbúðareign;2000;95.7;110
34000;Íbúðareign;2012;128.6;640
17900;Íbúðareign;2007;89.2;270
18000;Íbúðareign;1991;82.5;6080
51000;Einbýlishús;1973;311.1;6030
18300;Íbúðareign;1960;93.8;600
37500;Íbúðareign;2012;115.6;320
50000;Raðhús;2007;239.4;350
35000;Íbúðareign;2011;112.4;320
19031;Íbúðareign;1979;78.1;320
25000;Íbúðareign;1997;109.4;330
25000;Raðhús;1973;122;800
28175;Íbúðareign;1999;117.1;140
31189;Íbúðareign;2003;117.9;180
28000;Íbúðareign;2004;107.4;840
19450;Íbúðareign;1972;108.1;160
38000;Íbúðareign;1955;236.6;600
46250;Einbýlishús;1988;260;700
44750;Einbýlishús;2004;216;630
55500;Einbýlishús;1976;286.9;320
28500;Íbúðareign;1985;99.2;72
48000;Íbúðareign;1949;225.7;90
24500;Íbúðareign;1977;100.7;281
26500;Íbúðareign;1998;141;130
28000;Einbýlishús;1973;177.3;2050
16946;Íbúðareign;2007;87.2;2040
30000;Íbúðareign;2004;140;150
22500;Íbúðareign;1983;73.3;80
14100;Íbúðareign;1971;51.5;280
27024;Íbúðareign;1978;121.6;200
22051;Íbúðareign;2005;80.9;600
13500;Íbúðareign;1993;63.1;650
46500;Einbýlishús;1953;271.5;320
40500;Einbýlishús;1983;165.2;500
36700;Íbúðareign;2008;195.8;300
25000;Íbúðareign;1965;120.9;91
31675;Íbúðareign;2007;88.4;280
14500;Íbúðareign;1971;63.1;170
22000;Íbúðareign;1976;119.9;600
31250;Íbúðareign;2008;122.3;600
42000;Íbúðareign;1930;126.4;31
70000;Einbýlishús;1963;307.6;283
16000;Íbúðareign;1959;75.4;100
20500;Íbúðareign;1994;80.8;130
35000;Einbýlishús;1977;184.1;560
16600;Íbúðareign;1959;119.6;6030
15300;Íbúðareign;1959;97;6030
27200;Parhús;2008;156.2;2040
20500;Raðhús;1977;170.3;2050
32600;Raðhús;2003;143.2;6040
23200;Íbúðareign;2006;99.4;6010
11000;Íbúðareign;1950;57.1;20
23200;Íbúðareign;1969;85.9;280
28000;Íbúðareign;1957;125.7;80
10319;Íbúðareign;1920;49.9;72
25200;Íbúðareign;1963;87.5;70
19000;Íbúðareign;1947;74.6;80
17500;Íbúðareign;1941;59.8;25
17300;Íbúðareign;1961;75;91
49000;Raðhús;1970;199.5;280
30000;Íbúðareign;1985;107.2;85
18900;Íbúðareign;1951;62.6;284
22500;Íbúðareign;2011;90.5;270
9500;Íbúðareign;1969;46.7;600
38000;Einbýlishús;1954;122.5;75
38500;Einbýlishús;1998;212.3;100
43300;Einbýlishús;1975;236.7;800
20000;Íbúðareign;1982;73.7;320
26000;Íbúðareign;2001;97.4;340
35400;Íbúðareign;1995;152.1;330
57000;Einbýlishús;2005;227.3;351
22500;Íbúðareign;1989;96.6;120
21300;Íbúðareign;2000;94.4;180
24400;Íbúðareign;1993;127.5;840
19500;Íbúðareign;1971;61.4;70
17000;Íbúðareign;1942;72.1;72
17300;Íbúðareign;1996;65.9;130
17200;Íbúðareign;1979;72.7;320
15000;Íbúðareign;1938;51.1;72
7600;Íbúðareign;1976;65.9;2040
17000;Íbúðareign;1952;88.6;100
17800;Íbúðareign;1935;66;25
20500;Íbúðareign;1968;118.6;100
18000;Íbúðareign;1949;78.6;100
25500;Íbúðareign;1961;93.9;70
17500;Íbúðareign;1963;64.8;100
21900;Íbúðareign;1955;119.1;80
21622;Íbúðareign;1996;92.4;130
22900;Íbúðareign;1948;96.2;100
17900;Íbúðareign;1969;72.5;170
12500;Íbúðareign;1936;54.6;90
43500;Parhús;2004;164.4;810
37100;Raðhús;1974;211.2;170
24500;Raðhús;1984;136.4;600
18024;Íbúðareign;2003;76.2;700
18000;Íbúðareign;1989;63.4;600
20000;Íbúðareign;1960;88.2;100
36500;Íbúðareign;1965;171.6;80
25000;Íbúðareign;1956;89;90
17300;Íbúðareign;1972;70.3;400
31250;Íbúðareign;2000;103.4;90
35500;Íbúðareign;1991;85.3;281
25300;Íbúðareign;1965;100.5;72
15300;Íbúðareign;1978;78.1;320
12700;Íbúðareign;1939;55.6;72
15100;Íbúðareign;1971;87.7;170
28000;Íbúðareign;2000;119.4;140
22200;Íbúðareign;1971;85.9;280
29000;Íbúðareign;1983;114;72
21658;Íbúðareign;2000;75.5;520
48200;Einbýlishús;1996;210.4;650
43000;Raðhús;1985;209.3;300
39500;Íbúðareign;2008;145;350
28500;Íbúðareign;2006;111.5;350
25400;Íbúðareign;2001;169.8;340
28500;Íbúðareign;1997;124;130
23700;Íbúðareign;2006;113.4;630
20200;Íbúðareign;1974;104.7;160
17875;Íbúðareign;1963;69.1;91
26500;Íbúðareign;1998;120.7;840
40200;Einbýlishús;1986;181.1;120
32150;Íbúðareign;2010;92.8;280
17200;Íbúðareign;1957;62.4;11
42000;Raðhús;1995;181.6;330
29000;Íbúðareign;1998;116.5;330
24095;Íbúðareign;2003;85.8;320
25500;Íbúðareign;2004;110.6;270
21150;Íbúðareign;1957;84.3;100
14500;Íbúðareign;1900;48.4;20
22000;Íbúðareign;1999;102.1;6080
29000;Einbýlishús;1964;161.9;6040
34500;Raðhús;1980;226.3;6040
19616;Íbúðareign;1995;83.7;6080
23800;Íbúðareign;2006;82;511
45000;Raðhús;2005;196;180
21900;Íbúðareign;2003;94.2;180
22300;Íbúðareign;1967;92.3;90
14800;Íbúðareign;1952;50.3;400
23000;Íbúðareign;1957;152.6;6020
21000;Íbúðareign;2004;103.6;2050
30000;Einbýlishús;1973;184.8;2050
27000;Íbúðareign;1993;155.6;620
14500;Íbúðareign;1982;64;320
23000;Íbúðareign;2004;88.3;350
14900;Íbúðareign;1978;78.1;320
17300;Íbúðareign;1993;48.1;20
57000;Einbýlishús;1957;266.1;281
23900;Íbúðareign;1963;129.4;100
18900;Íbúðareign;1994;81.9;130
28300;Íbúðareign;1950;116;80
17500;Íbúðareign;1954;73.5;100
22415;Íbúðareign;1994;88.7;130
16500;Íbúðareign;1968;93.1;600
33200;Íbúðareign;2000;127.7;520
48500;Einbýlishús;1973;230.6;500
32700;Íbúðareign;2006;135.8;511
15602;Íbúðareign;1969;59.8;600
13320;Íbúðareign;1970;85.7;2040
32000;Raðhús;2004;198.6;630
26850;Íbúðareign;1983;106.4;72
18150;Íbúðareign;1986;87.6;220
25300;Íbúðareign;2002;104.4;640
44000;Einbýlishús;1973;169.5;600
16900;Íbúðareign;1931;73.5;25
18700;Íbúðareign;1996;76.3;330
24300;Íbúðareign;1998;96;330
25800;Íbúðareign;1999;99.3;340
21500;Íbúðareign;1961;109.8;100
32500;Íbúðareign;1960;170.5;85
65500;Parhús;1990;265.3;400
45000;Íbúðareign;1946;188.9;80
10794;Íbúðareign;1946;51.5;6020
15500;Einbýlishús;1923;113.6;6020
26000;Einbýlishús;1981;181.8;2050
26000;Íbúðareign;1963;117.3;91
33000;Íbúðareign;1974;164.2;283
16500;Íbúðareign;1935;74.7;25
27500;Íbúðareign;2003;110.8;180
16800;Íbúðareign;1979;83.2;170
23500;Íbúðareign;1993;77.5;281
47000;Raðhús;2005;208.1;130
30000;Íbúðareign;2007;134.2;680
23750;Íbúðareign;1940;80.3;25
17500;Íbúðareign;1970;100.3;170
45500;Raðhús;1979;287.7;800
35350;Raðhús;1999;174.6;840
25700;Íbúðareign;2004;98.6;840
20000;Íbúðareign;1960;81.2;281
16500;Íbúðareign;1930;60.4;11
13000;Íbúðareign;1957;49;281
21776;Íbúðareign;1954;137.9;6020
9200;Íbúðareign;1977;53.3;6030
25500;Íbúðareign;2008;107;640
19400;Íbúðareign;1924;56.2;11
18000;Íbúðareign;1971;116.3;170
26303;Íbúðareign;2004;116.8;700
22600;Íbúðareign;2004;94.8;700
23000;Íbúðareign;1953;146;90
17000;Íbúðareign;1967;91.3;320
22700;Íbúðareign;2011;79.8;340
26500;Íbúðareign;1952;137.4;680
13500;Íbúðareign;1959;46.2;100
36000;Íbúðareign;1959;162.2;100
9100;Íbúðareign;1926;43.4;6020
8400;Íbúðareign;1965;26.7;72
22500;Einbýlishús;1956;114.4;282
22500;Íbúðareign;1986;87.4;330
18500;Íbúðareign;2004;69.4;350
52000;Raðhús;1968;202.5;280
20900;Íbúðareign;2004;110;630
38000;Raðhús;1987;172.2;120
22500;Íbúðareign;1949;95.2;90
23500;Íbúðareign;2002;95;110
23000;Einbýlishús;1958;186;2050
26200;Íbúðareign;1986;80.8;20
22500;Íbúðareign;1994;85;130
12700;Íbúðareign;1972;56.8;161
25500;Íbúðareign;1996;121.6;330
37000;Íbúðareign;2011;113.2;320
23500;Íbúðareign;2007;113;351
15500;Íbúðareign;1979;54.1;320
25752;Íbúðareign;2007;101.7;351
64000;Einbýlishús;2006;324.3;350
18900;Íbúðareign;1900;77;20
17000;Íbúðareign;1939;58.3;90
26500;Íbúðareign;1966;99.6;70
20800;Íbúðareign;2003;95.1;700
29000;Íbúðareign;1967;144.3;91
23400;Íbúðareign;1993;76.3;150
18200;Íbúðareign;1960;88.2;100
23500;Íbúðareign;1951;69;70
19900;Íbúðareign;1973;102.8;160
21700;Íbúðareign;1991;69.6;280
22500;Íbúðareign;1963;114.9;90
23500;Íbúðareign;2006;96.8;351
25800;Íbúðareign;1956;97.1;72
16500;Íbúðareign;1950;55.9;90
15150;Íbúðareign;1978;80.9;150
45700;Raðhús;2002;156.8;520
47000;Íbúðareign;2011;149.7;320
28900;Íbúðareign;2005;131.4;350
17500;Íbúðareign;1965;62.2;72
18000;Íbúðareign;1993;79.5;130
31500;Íbúðareign;1971;166.4;281
18200;Íbúðareign;1983;83.4;220
15700;Íbúðareign;1978;71.2;200
18900;Íbúðareign;1992;107.3;130
20750;Íbúðareign;1940;78;20
30000;Einbýlishús;1977;171;6040
19500;Íbúðareign;1997;90;6080
30500;Einbýlishús;1958;209.7;6030
26000;Raðhús;2004;121.4;6010
18700;Íbúðareign;2001;87.5;6080
21150;Parhús;1970;99.2;6020
9200;Íbúðareign;1975;40.5;150
18000;Íbúðareign;1987;64;90
25300;Íbúðareign;1964;101.6;100
13800;Íbúðareign;1953;44;100
23500;Íbúðareign;2002;87.3;640
28500;Íbúðareign;1977;147.7;500
25000;Íbúðareign;1949;123.2;320
24000;Íbúðareign;1971;112.9;320
17500;Íbúðareign;1973;115.8;160
29500;Íbúðareign;1926;79.1;25
24300;Íbúðareign;2004;116.1;840
18600;Íbúðareign;1966;107.7;200
21307;Íbúðareign;2007;83.3;6010
31500;Íbúðareign;1947;234.1;6020
16900;Íbúðareign;1979;67.8;72
24500;Íbúðareign;2006;97.5;810
27500;Íbúðareign;1900;74.8;20
17700;Íbúðareign;1978;65.1;72
21468;Íbúðareign;1976;104.3;150
16700;Íbúðareign;1980;74.6;160
24600;Íbúðareign;1989;107.1;120
25000;Íbúðareign;1921;68.5;20
14500;Íbúðareign;1908;37.4;20
16500;Íbúðareign;1988;112.8;6040
15000;Íbúðareign;1991;80.3;6040
16500;Einbýlishús;1901;100.4;2050
21080;Raðhús;1989;140.4;2050
27200;Íbúðareign;2006;104;510
26500;Íbúðareign;2004;120.1;630
33717;Íbúðareign;2004;135.7;270
14175;Íbúðareign;1974;80;161
29500;Íbúðareign;1943;103;25
24500;Íbúðareign;1986;85.4;90
12700;Íbúðareign;1921;51.3;660
24900;Íbúðareign;2012;94.9;640
18900;Íbúðareign;1975;88.4;150
20500;Íbúðareign;1955;109.3;80
37500;Íbúðareign;2000;135.6;400
17700;Íbúðareign;1991;51.2;281
19600;Íbúðareign;1989;71.8;600
21500;Íbúðareign;1922;59.4;25
22500;Íbúðareign;1964;77.6;80
19000;Íbúðareign;1995;64.5;100
17300;Íbúðareign;1973;115.2;161
20000;Íbúðareign;1987;90.3;120
22100;Íbúðareign;2005;98.2;630
14000;Raðhús;1985;71.5;600
20303;Íbúðareign;1978;78.6;600
46900;Raðhús;1989;211.6;120
19300;Íbúðareign;1998;104.6;140
17825;Íbúðareign;1964;86.4;600
18500;Íbúðareign;1977;78.4;80
18300;Íbúðareign;1977;112.5;150
21500;Raðhús;1994;92.3;6080
26250;Íbúðareign;2000;119;640
23700;Íbúðareign;2000;80;520
59000;Einbýlishús;2008;285.3;640
29000;Íbúðareign;1978;188.9;600
38500;Íbúðareign;2008;133.2;600
24600;Íbúðareign;2004;101.6;350
43400;Einbýlishús;1962;191.3;320
16900;Íbúðareign;1970;95.3;170
9376;Íbúðareign;1975;46;6030
20150;Íbúðareign;1987;136.5;2050
16000;Íbúðareign;1991;109;2050
38800;Raðhús;1967;178.2;500
28500;Íbúðareign;2004;122.7;630
35000;Íbúðareign;1948;146.2;100
17754;Íbúðareign;1996;67;130
13250;Íbúðareign;1960;47.6;100
43000;Einbýlishús;1974;286.7;160
22000;Íbúðareign;1995;86;100
20267;Íbúðareign;1966;97.3;100
15500;Íbúðareign;1963;62;100
27300;Íbúðareign;2008;119.5;600
23000;Íbúðareign;1972;101.6;320
20700;Íbúðareign;2006;110.2;630
29500;Raðhús;1978;188.8;150
60000;Parhús;1936;177.9;25
22600;Íbúðareign;2011;97;6010
12700;Íbúðareign;1971;91.1;6030
19500;Íbúðareign;2011;83.8;6010
28968;Einbýlishús;1982;182.8;2050
20385;Íbúðareign;2005;103.6;2050
25300;Einbýlishús;2000;148.4;2050
70000;Einbýlishús;1974;192.9;400
25700;Íbúðareign;2005;86.2;110
69000;Raðhús;1989;250.9;400
19200;Íbúðareign;1951;72.3;100
16000;Íbúðareign;1970;85.3;160
24000;Íbúðareign;2008;93.2;680
29000;Íbúðareign;1996;138.2;330
14300;Íbúðareign;1967;60.4;320
15400;Íbúðareign;1947;41.4;100
21000;Íbúðareign;1961;110.3;283
55000;Raðhús;1979;189.4;400
43500;Íbúðareign;1964;179;91
67250;Einbýlishús;1988;221.3;500
47300;Parhús;2002;199.4;640
21422;Íbúðareign;1971;102.6;600
22300;Íbúðareign;2008;84.5;600
7911;Íbúðareign;1975;61.8;2040
18500;Íbúðareign;1967;98;200
22300;Íbúðareign;1930;83.5;20
10180;Íbúðareign;1984;35;220
65000;Raðhús;1979;220;400
29000;Íbúðareign;1954;145;100
31000;Íbúðareign;2001;134.6;180
21047;Íbúðareign;1973;89.5;320
28900;Íbúðareign;1997;110.4;340
35500;Íbúðareign;2012;113;320
28000;Íbúðareign;1958;125.6;400
21500;Íbúðareign;1958;85.9;100
24700;Íbúðareign;1988;100.4;120
10866;Íbúðareign;1987;72.6;6040
21300;Íbúðareign;1988;79.8;6030
36000;Raðhús;2001;142.2;520
14300;Íbúðareign;1919;54.4;600
27000;Íbúðareign;2001;129.6;130
14600;Íbúðareign;1951;50;100
21008;Íbúðareign;1996;86.6;130
16700;Íbúðareign;1978;76.6;150
12200;Íbúðareign;1974;57.7;160
41000;Einbýlishús;1976;196.2;800
19000;Íbúðareign;1996;85.8;130
67900;Einbýlishús;1979;267.4;500
51000;Raðhús;2002;180;520
24400;Raðhús;1999;110;2050
34350;Raðhús;1978;236.5;150
19000;Íbúðareign;1943;74.6;90
33000;Íbúðareign;1959;106.9;100
27000;Íbúðareign;1957;113.7;80
16200;Íbúðareign;1950;60.7;80
25350;Íbúðareign;1965;108.7;72
71000;Einbýlishús;1981;343.8;220
14405;Íbúðareign;1963;61.9;100
19000;Íbúðareign;1990;68.6;500
28500;Íbúðareign;2007;118.5;600
18600;Íbúðareign;1997;71.3;330
22000;Íbúðareign;1971;97.6;161
12700;Íbúðareign;1976;48.7;160
20000;Íbúðareign;1967;94.8;100
53400;Raðhús;1968;194.8;400
15000;Parhús;1945;117.3;6020
17972;Íbúðareign;2006;85.6;2040
15500;Íbúðareign;1959;76.3;680
21800;Íbúðareign;1995;105.9;620
17300;Íbúðareign;1993;51.9;20
47300;Raðhús;1983;173.1;500
28000;Íbúðareign;1998;82.7;100
20240;Íbúðareign;2005;100.5;2040
61500;Raðhús;1984;255.3;280
36000;Íbúðareign;1983;143.5;280
55000;Íbúðareign;1931;120.1;25
22300;Íbúðareign;1960;94.7;100
38800;Raðhús;1996;167.4;130
70000;Einbýlishús;1994;273.5;330
28000;Íbúðareign;2007;157.6;351
30800;Íbúðareign;2000;110.3;90
45000;Raðhús;1981;302.1;150
11400;Íbúðareign;1974;64.2;161
29850;Íbúðareign;1932;108.1;20
23000;Íbúðareign;1966;90.7;70
30000;Íbúðareign;2008;142.9;510
21500;Íbúðareign;1976;118.7;600
20600;Íbúðareign;1978;114.1;150
22269;Íbúðareign;1968;99.6;600
15000;Íbúðareign;1964;107.9;6030
45560;Parhús;1997;184.7;810
34000;Íbúðareign;1985;107.2;85
14500;Íbúðareign;1973;59.9;160
15500;Íbúðareign;1951;70.9;100
11500;Íbúðareign;1958;114.8;2050
21700;Íbúðareign;2004;96.1;700
23313;Íbúðareign;1963;119.4;600
28500;Raðhús;1989;129.6;530
50400;Einbýlishús;2007;219;630
34500;Íbúðareign;2011;115.6;320
27000;Íbúðareign;2007;160.5;351
24700;Íbúðareign;1997;75.6;330
20400;Íbúðareign;1964;127.6;300
34300;Íbúðareign;2003;129;340
44000;Raðhús;1970;240;320
16500;Íbúðareign;1978;97.4;320
26100;Íbúðareign;1962;120.2;320
23000;Íbúðareign;2005;96.2;350
15269;Íbúðareign;1969;77.1;320
24400;Íbúðareign;1992;89;20
6250;Íbúðareign;1969;23.3;600
25760;Íbúðareign;2005;99.9;350
24400;Íbúðareign;1996;106;330
22272;Íbúðareign;2011;76.8;340
33800;Íbúðareign;1986;162.4;330
35200;Íbúðareign;1998;166.1;330
19100;Íbúðareign;1984;67.1;400
31500;Íbúðareign;1992;91.3;20
22700;Íbúðareign;1989;105.4;120
16900;Íbúðareign;1987;70.1;120
33200;Íbúðareign;1996;111.4;400
16700;Íbúðareign;1982;55.2;400
18200;Íbúðareign;1968;104.3;170
33000;Raðhús;1973;152.8;161
29000;Íbúðareign;2001;135.2;130
27000;Íbúðareign;1938;106.4;72
21500;Íbúðareign;1974;108.9;161
39500;Íbúðareign;1964;167.3;283
21400;Íbúðareign;1988;69;72
16500;Íbúðareign;1967;90.5;200
17000;Íbúðareign;1931;48.4;11
16500;Íbúðareign;1926;57.2;20
15600;Íbúðareign;1974;68.1;160
16200;Íbúðareign;1947;66.2;80
20000;Íbúðareign;1967;103.6;80
19087;Einbýlishús;1933;133.7;6040
18000;Íbúðareign;2006;81.6;630
38250;Einbýlishús;1974;174.5;700
16000;Íbúðareign;1978;91.5;500
42700;Íbúðareign;1965;184.6;85
26000;Íbúðareign;1988;112.9;120
19900;Íbúðareign;1999;97.5;130
20300;Einbýlishús;1928;115;20
11350;Íbúðareign;1984;58.8;220
14400;Íbúðareign;1985;58.8;220
22400;Íbúðareign;1982;84.9;100
22900;Íbúðareign;1965;91.2;72
28000;Raðhús;1972;153;160
7700;Einbýlishús;1950;36;100
23000;Íbúðareign;1961;127;400
54000;Einbýlishús;1986;204.3;120
14900;Íbúðareign;1959;82.1;100
29289;Íbúðareign;2005;150;630
35700;Íbúðareign;1999;147;340
20124;Íbúðareign;1995;92.4;800
69500;Einbýlishús;1974;290;283
51500;Raðhús;1982;188.5;72
24041;Íbúðareign;2005;64.8;20
19000;Íbúðareign;1975;130.1;160
16000;Íbúðareign;1970;86;160
25250;Íbúðareign;1953;116.8;100
20250;Íbúðareign;1950;71.7;100
23000;Raðhús;1973;127.7;6030
21250;Íbúðareign;1999;102.1;6080
22900;Íbúðareign;2004;103.6;6010
15700;Íbúðareign;2005;59.5;630
16200;Íbúðareign;1961;67.5;283
12900;Íbúðareign;1942;50.7;20
13700;Íbúðareign;1963;47.9;100
22800;Íbúðareign;2001;89.5;640
43000;Einbýlishús;1987;183.5;650
27000;Íbúðareign;2008;111;600
18500;Íbúðareign;1989;70.7;600
45000;Íbúðareign;2011;148.2;320
26300;Íbúðareign;1997;111;340
22009;Íbúðareign;1978;97.4;320
17500;Íbúðareign;1985;67.9;400
39900;Einbýlishús;1976;203;800
27146;Íbúðareign;2005;121;180
28000;Íbúðareign;1990;101.1;20
67350;Einbýlishús;1980;329.6;220
28200;Raðhús;1980;185.3;2050
28700;Íbúðareign;2006;118.9;511
67000;Íbúðareign;1957;218.7;70
18500;Íbúðareign;1977;95.5;150
46500;Einbýlishús;1984;205.5;120
24000;Íbúðareign;2002;97.3;130
19500;Íbúðareign;1986;95.6;120
26300;Íbúðareign;1992;76.3;150
47000;Raðhús;1988;227;120
18000;Íbúðareign;1961;73.6;85
29100;Raðhús;1999;175.8;290
21500;Íbúðareign;1967;108.6;200
33000;Einbýlishús;1975;130.4;320
29000;Íbúðareign;1998;127;340
22000;Íbúðareign;1995;90.9;340
31500;Íbúðareign;1955;170.8;600
13500;Íbúðareign;1964;44.7;91
21200;Íbúðareign;1995;88.6;100
19000;Íbúðareign;1975;115.9;160
21500;Íbúðareign;1949;62.5;90
30800;Íbúðareign;1947;135.4;80
19300;Íbúðareign;2009;80;810
27900;Íbúðareign;1998;121.9;840
20176;Íbúðareign;2004;86.7;630
21800;Íbúðareign;2011;95.4;630
21400;Íbúðareign;2011;95.4;630
24500;Íbúðareign;2006;85.4;510
18400;Íbúðareign;1969;103.1;170
17700;Íbúðareign;1973;90.4;160
21100;Íbúðareign;2000;84.4;130
22241;Íbúðareign;1996;86;130
24500;Íbúðareign;1978;85.4;11
14062;Íbúðareign;1975;66.6;150
65000;Einbýlishús;1974;317.5;283
24900;Einbýlishús;1958;187.3;6030
24000;Raðhús;1973;132.5;6030
23000;Raðhús;1972;151.8;6030
